city,city_ascii,state_id,state_name,name combo,county_fips,county_name,lat,lng,timezone,zips,id
Ursa,Ursa,IL,Illinois,"Ursa, Illinois",17001,Adams,40.074,-91.3721,America/Chicago,62376,1840012371
McIntyre,McIntyre,GA,Georgia,"McIntyre, Georgia",13319,Wilkinson,32.8466,-83.2011,America/New_York,31054,1840016941
Murray Hill,Murray Hill,KY,Kentucky,"Murray Hill, Kentucky",21111,Jefferson,38.2907,-85.5871,America/New_York,40242 40241,1840030804
Miranda,Miranda,CA,California,"Miranda, California",6023,Humboldt,40.2289,-123.8173,America/Los_Angeles,95553,1840009298
Fallston,Fallston,NC,North Carolina,"Fallston, North Carolina",37045,Cleveland,35.4289,-81.5023,America/New_York,28090 28042,1840016335
Cokeburg,Cokeburg,PA,Pennsylvania,"Cokeburg, Pennsylvania",42125,Washington,40.1001,-80.0656,America/New_York,15324,1840003648
McIntosh,McIntosh,MN,Minnesota,"McIntosh, Minnesota",27119,Polk,47.6369,-95.8864,America/Chicago,56556,1840007705
Calumet,Calumet,OK,Oklahoma,"Calumet, Oklahoma",40017,Canadian,35.6014,-98.1247,America/Chicago,73014,1840022731
Harrisville,Harrisville,NY,New York,"Harrisville, New York",36049,Lewis,44.1532,-75.3211,America/New_York,13648,1840004133
Los Luceros,Los Luceros,NM,New Mexico,"Los Luceros, New Mexico",35039,Rio Arriba,36.1151,-106.0371,America/Denver,87511,1840024837
Byron,Byron,WY,Wyoming,"Byron, Wyoming",56003,Big Horn,44.7964,-108.5081,America/Denver,82412 82431,1840022343
Bedford Park,Bedford Park,IL,Illinois,"Bedford Park, Illinois",17031,Cook,41.767,-87.7915,America/Chicago,60638 60501,1840011247
Cattle Creek,Cattle Creek,CO,Colorado,"Cattle Creek, Colorado",8045,Garfield,39.4667,-107.2599,America/Denver,81601,1840024360
Catheys Valley,Catheys Valley,CA,California,"Catheys Valley, California",6043,Mariposa,37.4371,-120.0936,America/Los_Angeles,95306,1840022543
Hardin,Hardin,KY,Kentucky,"Hardin, Kentucky",21157,Marshall,36.7652,-88.3023,America/Chicago,42048,1840013274
Pleasant Hope,Pleasant Hope,MO,Missouri,"Pleasant Hope, Missouri",29167,Polk,37.465,-93.2743,America/Chicago,65613 65725,1840009874
Pavo,Pavo,GA,Georgia,"Pavo, Georgia",13027,Brooks,30.9597,-83.738,America/New_York,31778,1840014994
Albion,Albion,WA,Washington,"Albion, Washington",53075,Whitman,46.7916,-117.2511,America/Los_Angeles,99163 99102,1840021136
Reedsville,Reedsville,WV,West Virginia,"Reedsville, West Virginia",54077,Preston,39.5102,-79.8006,America/New_York,26547,1840005657
Thurston,Thurston,OH,Ohio,"Thurston, Ohio",39045,Fairfield,39.8451,-82.5532,America/New_York,43105 43157,1840012475
Friant,Friant,CA,California,"Friant, California",6019,Fresno,36.9848,-119.713,America/Los_Angeles,93626,1840017635
Burlington,Burlington,IN,Indiana,"Burlington, Indiana",18015,Carroll,40.4822,-86.3947,America/Indiana/Indianapolis,46915 46913,1840009406
Millington,Millington,MD,Maryland,"Millington, Maryland",24029,Kent,39.2629,-75.8359,America/New_York,21651,1840005799
Henrietta,Henrietta,NC,North Carolina,"Henrietta, North Carolina",37161,Rutherford,35.2569,-81.8012,America/New_York,28114 28076,1840025818
Ridgecrest,Ridgecrest,LA,Louisiana,"Ridgecrest, Louisiana",22029,Concordia,31.6018,-91.5304,America/Chicago,71334,1840018169
Villa Heights,Villa Heights,VA,Virginia,"Villa Heights, Virginia",51089,Henry,36.6981,-79.8994,America/New_York,24112,1840006559
Plum City,Plum City,WI,Wisconsin,"Plum City, Wisconsin",55093,Pierce,44.6338,-92.1918,America/Chicago,54761,1840002287
Fairchild,Fairchild,WI,Wisconsin,"Fairchild, Wisconsin",55035,Eau Claire,44.6036,-90.9577,America/Chicago,54741,1840002293
Jasper,Jasper,MN,Minnesota,"Jasper, Minnesota",27117,Pipestone,43.8491,-96.3999,America/Chicago,56144,1840007907
Independence,Independence,CA,California,"Independence, California",6027,Inyo,36.8274,-118.2132,America/Los_Angeles,93526,1840017644
Poplar,Poplar,WI,Wisconsin,"Poplar, Wisconsin",55031,Douglas,46.5828,-91.7836,America/Chicago,54864,1840003912
Elgin,Elgin,ND,North Dakota,"Elgin, North Dakota",38037,Grant,46.4025,-101.843,America/Denver,58533,1840000202
Marion,Marion,UT,Utah,"Marion, Utah",49043,Summit,40.6813,-111.2828,America/Denver,84036,1840024185
St. Libory,St. Libory,IL,Illinois,"St. Libory, Illinois",17163,St. Clair,38.3633,-89.7135,America/Chicago,62282 62257,1840012872
Oxford,Oxford,WI,Wisconsin,"Oxford, Wisconsin",55077,Marquette,43.78,-89.5658,America/Chicago,53952,1840002597
Chenequa,Chenequa,WI,Wisconsin,"Chenequa, Wisconsin",55133,Waukesha,43.1228,-88.3838,America/Chicago,53058 53029,1840003016
Eads,Eads,CO,Colorado,"Eads, Colorado",8061,Kiowa,38.4814,-102.7797,America/Denver,81036,1840021495
Danville,Danville,WV,West Virginia,"Danville, West Virginia",54005,Boone,38.0808,-81.8342,America/New_York,25053,1840006306
Bay View,Bay View,OH,Ohio,"Bay View, Ohio",39043,Erie,41.468,-82.825,America/New_York,44870,1840011543
Dumont,Dumont,IA,Iowa,"Dumont, Iowa",19023,Butler,42.7522,-92.9736,America/Chicago,50625,1840008037
Tall Timbers,Tall Timbers,MD,Maryland,"Tall Timbers, Maryland",24037,St. Mary's,38.1654,-76.5366,America/New_York,20692 20690,1840026746
Black Rock,Black Rock,AR,Arkansas,"Black Rock, Arkansas",5075,Lawrence,36.107,-91.1074,America/Chicago,72415 72476,1840013354
Mi Ranchito Estate,Mi Ranchito Estate,TX,Texas,"Mi Ranchito Estate, Texas",48427,Starr,26.3878,-98.8733,America/Chicago,78582,1840041191
Forest Home,Forest Home,NY,New York,"Forest Home, New York",36109,Tompkins,42.453,-76.4702,America/New_York,14850,1840004540
Masthope,Masthope,PA,Pennsylvania,"Masthope, Pennsylvania",42103,Pike,41.5154,-75.0257,America/New_York,18428 18435,1840026312
Loyall,Loyall,KY,Kentucky,"Loyall, Kentucky",21095,Harlan,36.8527,-83.3506,America/New_York,40806 40854,1840015264
Carnesville,Carnesville,GA,Georgia,"Carnesville, Georgia",13119,Franklin,34.3729,-83.2328,America/New_York,30521,1840014690
Natchez,Natchez,LA,Louisiana,"Natchez, Louisiana",22069,Natchitoches,31.6743,-93.0456,America/Chicago,71456 71457,1840018141
Doolittle,Doolittle,MO,Missouri,"Doolittle, Missouri",29161,Phelps,37.9425,-91.8913,America/Chicago,65550 65401,1840007541
New Augusta,New Augusta,MS,Mississippi,"New Augusta, Mississippi",28111,Perry,31.2036,-89.0272,America/Chicago,39462,1840017107
Eureka,Eureka,WI,Wisconsin,"Eureka, Wisconsin",55139,Winnebago,44.0073,-88.8426,America/Chicago,54963 54934,1840025389
Doon,Doon,IA,Iowa,"Doon, Iowa",19119,Lyon,43.2792,-96.2323,America/Chicago,51235,1840006858
Juliaetta,Juliaetta,ID,Idaho,"Juliaetta, Idaho",16057,Latah,46.574,-116.7096,America/Los_Angeles,83535,1840018461
East Bend,East Bend,NC,North Carolina,"East Bend, North Carolina",37197,Yadkin,36.2178,-80.5085,America/New_York,27018,1840016111
Star Lake,Star Lake,NY,New York,"Star Lake, New York",36089,St. Lawrence,44.1613,-75.0363,America/New_York,13690,1840004053
Milton,Milton,KY,Kentucky,"Milton, Kentucky",21223,Trimble,38.7113,-85.3734,America/New_York,40045,1840014276
Verona,Verona,MO,Missouri,"Verona, Missouri",29109,Lawrence,36.9631,-93.7936,America/Chicago,65769,1840010883
Washington,Washington,OK,Oklahoma,"Washington, Oklahoma",40087,McClain,35.0583,-97.4922,America/Chicago,73093,1840022785
Claflin,Claflin,KS,Kansas,"Claflin, Kansas",20009,Barton,38.5245,-98.5369,America/Chicago,67525,1840007481
Barnum,Barnum,MN,Minnesota,"Barnum, Minnesota",27017,Carlton,46.5054,-92.6884,America/Chicago,55707,1840006649
Fort White,Fort White,FL,Florida,"Fort White, Florida",12023,Columbia,29.9224,-82.7135,America/New_York,32038,1840017190
Oconomowoc Lake,Oconomowoc Lake,WI,Wisconsin,"Oconomowoc Lake, Wisconsin",55133,Waukesha,43.0975,-88.4521,America/Chicago,53066,1840003028
New England,New England,ND,North Dakota,"New England, North Dakota",38041,Hettinger,46.5408,-102.8669,America/Denver,58647,1840000222
Arlington,Arlington,OR,Oregon,"Arlington, Oregon",41021,Gilliam,45.7207,-120.1888,America/Los_Angeles,97843 97812 97861,1840018546
Tuxedo Park,Tuxedo Park,NY,New York,"Tuxedo Park, New York",36071,Orange,41.2008,-74.206,America/New_York,10987,1840004878
Heart Butte,Heart Butte,MT,Montana,"Heart Butte, Montana",30073,Pondera,48.2905,-112.8363,America/Denver,59448,1840017316
Stinson Beach,Stinson Beach,CA,California,"Stinson Beach, California",6041,Marin,37.9051,-122.6456,America/Los_Angeles,94970,1840018891
Interlaken,Interlaken,NY,New York,"Interlaken, New York",36099,Seneca,42.6189,-76.7251,America/New_York,14847,1840004417
Florien,Florien,LA,Louisiana,"Florien, Louisiana",22085,Sabine,31.448,-93.4584,America/Chicago,71429,1840018159
Ireton,Ireton,IA,Iowa,"Ireton, Iowa",19167,Sioux,42.9749,-96.3216,America/Chicago,51027,1840007984
Beverly Shores,Beverly Shores,IN,Indiana,"Beverly Shores, Indiana",18127,Porter,41.685,-86.9804,America/Chicago,46301 46360,1840009265
Murchison,Murchison,TX,Texas,"Murchison, Texas",48213,Henderson,32.2751,-95.7561,America/Chicago,75778,1840020776
Marquette,Marquette,KS,Kansas,"Marquette, Kansas",20113,McPherson,38.5555,-97.8344,America/Chicago,67464,1840008635
Knoxville,Knoxville,PA,Pennsylvania,"Knoxville, Pennsylvania",42117,Tioga,41.9604,-77.4379,America/New_York,16928,1840003298
Niederwald,Niederwald,TX,Texas,"Niederwald, Texas",48055,Caldwell,30.0041,-97.7531,America/Chicago,78640,1840020906
Cole,Cole,OK,Oklahoma,"Cole, Oklahoma",40087,McClain,35.0992,-97.5663,America/Chicago,73010 73093,1840022784
Quentin,Quentin,PA,Pennsylvania,"Quentin, Pennsylvania",42075,Lebanon,40.2793,-76.4352,America/New_York,17083 17042,1840005429
Rule,Rule,TX,Texas,"Rule, Texas",48207,Haskell,33.182,-99.8933,America/Chicago,79547,1840022026
Volente,Volente,TX,Texas,"Volente, Texas",48453,Travis,30.4453,-97.908,America/Chicago,78641,1840023147
Walden,Walden,CO,Colorado,"Walden, Colorado",8057,Jackson,40.7315,-106.2813,America/Denver,80480,1840022404
Big Run,Big Run,PA,Pennsylvania,"Big Run, Pennsylvania",42065,Jefferson,40.9702,-78.8765,America/New_York,15715,1840003467
Grindstone,Grindstone,PA,Pennsylvania,"Grindstone, Pennsylvania",42051,Fayette,40.0218,-79.8232,America/New_York,15442,1840034999
Minden,Minden,IA,Iowa,"Minden, Iowa",19155,Pottawattamie,41.4689,-95.5412,America/Chicago,51553,1840008233
Colbert,Colbert,GA,Georgia,"Colbert, Georgia",13195,Madison,34.037,-83.2139,America/New_York,30628,1840014725
Hopkins Park,Hopkins Park,IL,Illinois,"Hopkins Park, Illinois",17091,Kankakee,41.069,-87.6064,America/Chicago,60958 60944,1840011698
Leadington,Leadington,MO,Missouri,"Leadington, Missouri",29187,St. Francois,37.8343,-90.4806,America/Chicago,63601 63640,1840008688
Stanford,Stanford,IL,Illinois,"Stanford, Illinois",17113,McLean,40.4322,-89.2209,America/Chicago,61774,1840011982
Bayview,Bayview,NC,North Carolina,"Bayview, North Carolina",37013,Beaufort,35.4414,-76.7928,America/New_York,27808,1840025806
Evansville,Evansville,MN,Minnesota,"Evansville, Minnesota",27041,Douglas,46.0062,-95.6869,America/Chicago,56326,1840007768
Franklin,Franklin,IL,Illinois,"Franklin, Illinois",17137,Morgan,39.6205,-90.0477,America/Chicago,62638,1840012511
Prentice,Prentice,WI,Wisconsin,"Prentice, Wisconsin",55099,Price,45.5408,-90.2898,America/Chicago,54556,1840002012
Eau Claire,Eau Claire,MI,Michigan,"Eau Claire, Michigan",26021,Berrien,41.9853,-86.304,America/Detroit,49111,1840011226
Hopkinton,Hopkinton,IA,Iowa,"Hopkinton, Iowa",19055,Delaware,42.3431,-91.2487,America/Chicago,52237,1840006934
St. Paul,St. Paul,KS,Kansas,"St. Paul, Kansas",20133,Neosho,37.5186,-95.1742,America/Chicago,66771,1840009887
Hatley,Hatley,WI,Wisconsin,"Hatley, Wisconsin",55073,Marathon,44.8866,-89.3371,America/Chicago,54440,1840002164
Tamaroa,Tamaroa,IL,Illinois,"Tamaroa, Illinois",17145,Perry,38.1364,-89.2293,America/Chicago,62888,1840012948
Patterson Heights,Patterson Heights,PA,Pennsylvania,"Patterson Heights, Pennsylvania",42007,Beaver,40.7391,-80.3263,America/New_York,15010,1840001029
Johnson Siding,Johnson Siding,SD,South Dakota,"Johnson Siding, South Dakota",46103,Pennington,44.0846,-103.438,America/Denver,57702,1840026124
Newell,Newell,SD,South Dakota,"Newell, South Dakota",46019,Butte,44.7174,-103.4184,America/Denver,57760,1840000289
Varnamtown,Varnamtown,NC,North Carolina,"Varnamtown, North Carolina",37019,Brunswick,33.9432,-78.236,America/New_York,28462,1840016686
Clarktown,Clarktown,OH,Ohio,"Clarktown, Ohio",39145,Scioto,38.8498,-82.9085,America/New_York,45648 45653,1840034072
Sutherland,Sutherland,IA,Iowa,"Sutherland, Iowa",19141,O'Brien,42.9729,-95.4951,America/Chicago,51058,1840009047
Fairmount,Fairmount,IL,Illinois,"Fairmount, Illinois",17183,Vermilion,40.0456,-87.8293,America/Chicago,61841,1840012179
Park Crest,Park Crest,PA,Pennsylvania,"Park Crest, Pennsylvania",42107,Schuylkill,40.8192,-76.0601,America/New_York,18214,1840035142
Bath,Bath,WV,West Virginia,"Bath, West Virginia",54065,Morgan,39.6248,-78.2274,America/New_York,25411,1840073280
Babbie,Babbie,AL,Alabama,"Babbie, Alabama",1039,Covington,31.3022,-86.3229,America/Chicago,36467 36421,1840015865
Kanawha,Kanawha,IA,Iowa,"Kanawha, Iowa",19081,Hancock,42.9342,-93.7933,America/Chicago,50447,1840007988
Harmony,Harmony,NC,North Carolina,"Harmony, North Carolina",37097,Iredell,35.959,-80.7735,America/New_York,28634,1840016216
Portland,Portland,ND,North Dakota,"Portland, North Dakota",38097,Traill,47.4995,-97.3693,America/Chicago,58274,1840000137
Blandinsville,Blandinsville,IL,Illinois,"Blandinsville, Illinois",17109,McDonough,40.554,-90.8683,America/Chicago,61420,1840012109
Matthews,Matthews,MO,Missouri,"Matthews, Missouri",29143,New Madrid,36.7584,-89.5688,America/Chicago,63867,1840008802
Cranesville,Cranesville,PA,Pennsylvania,"Cranesville, Pennsylvania",42049,Erie,41.904,-80.3418,America/New_York,16410,1840000475
Dieterich,Dieterich,IL,Illinois,"Dieterich, Illinois",17049,Effingham,39.0601,-88.3825,America/Chicago,62424,1840012738
Greenwood,Greenwood,NE,Nebraska,"Greenwood, Nebraska",31025,Cass,40.9614,-96.4433,America/Chicago,68366,1840011810
Diablock,Diablock,KY,Kentucky,"Diablock, Kentucky",21193,Perry,37.2295,-83.1709,America/New_York,41701,1840026855
Nome,Nome,TX,Texas,"Nome, Texas",48245,Jefferson,30.0364,-94.4064,America/Chicago,77629,1840020918
Balmorhea,Balmorhea,TX,Texas,"Balmorhea, Texas",48389,Reeves,30.984,-103.7438,America/Chicago,79718,1840019527
Peck,Peck,MI,Michigan,"Peck, Michigan",26151,Sanilac,43.2588,-82.8167,America/Detroit,48466,1840010982
Velma,Velma,OK,Oklahoma,"Velma, Oklahoma",40137,Stephens,34.4548,-97.6617,America/Chicago,73491,1840022830
Oaktown,Oaktown,IN,Indiana,"Oaktown, Indiana",18083,Knox,38.8717,-87.4412,America/Indiana/Vincennes,47561,1840009733
North Chevy Chase,North Chevy Chase,MD,Maryland,"North Chevy Chase, Maryland",24031,Montgomery,39.0021,-77.0743,America/New_York,20815,1840005855
Kewanna,Kewanna,IN,Indiana,"Kewanna, Indiana",18049,Fulton,41.0194,-86.4125,America/Indiana/Indianapolis,46939 46935,1840010308
Buena Vista,Buena Vista,CA,California,"Buena Vista, California",6005,Amador,38.2974,-120.9179,America/Los_Angeles,95640,1840022499
Hartford City,Hartford City,WV,West Virginia,"Hartford City, West Virginia",54053,Mason,38.9978,-81.9905,America/New_York,25253 25247,1840006046
Lansing,Lansing,OH,Ohio,"Lansing, Ohio",39013,Belmont,40.0758,-80.7919,America/New_York,43912 43934,1840026550
Hornersville,Hornersville,MO,Missouri,"Hornersville, Missouri",29069,Dunklin,36.0404,-90.1158,America/Chicago,63855,1840007667
San Jose,San Jose,IL,Illinois,"San Jose, Illinois",17107,Logan,40.3051,-89.6048,America/Chicago,62682,1840012209
Danielsville,Danielsville,GA,Georgia,"Danielsville, Georgia",13195,Madison,34.1238,-83.2201,America/New_York,30633,1840014727
Sherrard,Sherrard,IL,Illinois,"Sherrard, Illinois",17131,Mercer,41.3109,-90.4991,America/Chicago,61281,1840011682
Vienna,Vienna,MO,Missouri,"Vienna, Missouri",29125,Maries,38.1875,-91.9501,America/Chicago,65582,1840010816
Boothville,Boothville,LA,Louisiana,"Boothville, Louisiana",22075,Plaquemines,29.333,-89.4052,America/Chicago,70041 70038,1840027025
Fort Duchesne,Fort Duchesne,UT,Utah,"Fort Duchesne, Utah",49047,Uintah,40.2811,-109.877,America/Denver,84026,1840017502
Rodey,Rodey,NM,New Mexico,"Rodey, New Mexico",35013,Doña Ana,32.6538,-107.1358,America/Denver,87937,1840025088
Hooversville,Hooversville,PA,Pennsylvania,"Hooversville, Pennsylvania",42111,Somerset,40.1504,-78.9132,America/New_York,15936,1840003737
Plantersville,Plantersville,TX,Texas,"Plantersville, Texas",48185,Grimes,30.3325,-95.8633,America/Chicago,77363,1840032017
Unionville,Unionville,NY,New York,"Unionville, New York",36071,Orange,41.3013,-74.5619,America/New_York,10988,1840004879
Grant Town,Grant Town,WV,West Virginia,"Grant Town, West Virginia",54049,Marion,39.559,-80.1772,America/New_York,26588 26574,1840005731
Rock Point,Rock Point,AZ,Arizona,"Rock Point, Arizona",4001,Apache,36.7173,-109.6287,America/Denver,86545,1840018999
Scotts Corners,Scotts Corners,NY,New York,"Scotts Corners, New York",36119,Westchester,41.1889,-73.5561,America/New_York,10576,1840004925
Rolette,Rolette,ND,North Dakota,"Rolette, North Dakota",38079,Rolette,48.6609,-99.8417,America/Chicago,58366,1840001850
Dodge,Dodge,NE,Nebraska,"Dodge, Nebraska",31053,Dodge,41.7218,-96.8804,America/Chicago,68633,1840011458
Webbers Falls,Webbers Falls,OK,Oklahoma,"Webbers Falls, Oklahoma",40101,Muskogee,35.512,-95.1601,America/Chicago,74470,1840022725
Como,Como,IL,Illinois,"Como, Illinois",17195,Whiteside,41.7662,-89.7657,America/Chicago,61081,1840026246
Briarcliffe Acres,Briarcliffe Acres,SC,South Carolina,"Briarcliffe Acres, South Carolina",45051,Horry,33.7899,-78.749,America/New_York,29572,1840015594
Racine,Racine,MN,Minnesota,"Racine, Minnesota",27099,Mower,43.7755,-92.481,America/Chicago,55967,1840009005
Goldfield,Goldfield,IA,Iowa,"Goldfield, Iowa",19197,Wright,42.7356,-93.9181,America/Chicago,50542,1840008034
Cassadaga,Cassadaga,NY,New York,"Cassadaga, New York",36013,Chautauqua,42.3427,-79.318,America/New_York,14718,1840004576
Campobello,Campobello,SC,South Carolina,"Campobello, South Carolina",45083,Spartanburg,35.1224,-82.1495,America/New_York,29322,1840015481
Piltzville,Piltzville,MT,Montana,"Piltzville, Montana",30063,Missoula,46.8582,-113.8591,America/Denver,59802,1840023814
Heilwood,Heilwood,PA,Pennsylvania,"Heilwood, Pennsylvania",42063,Indiana,40.6322,-78.8931,America/New_York,15761 15710 15745 15728,1840005351
Grand Mound,Grand Mound,IA,Iowa,"Grand Mound, Iowa",19045,Clinton,41.8232,-90.6502,America/Chicago,52751,1840008138
Stagecoach,Stagecoach,TX,Texas,"Stagecoach, Texas",48339,Montgomery,30.1438,-95.7079,America/Chicago,77355,1840023140
Littlefork,Littlefork,MN,Minnesota,"Littlefork, Minnesota",27071,Koochiching,48.3964,-93.5578,America/Chicago,56653,1840008815
Swink,Swink,CO,Colorado,"Swink, Colorado",8089,Otero,38.014,-103.6284,America/Denver,81050 81077,1840022528
Lucas,Lucas,OH,Ohio,"Lucas, Ohio",39139,Richland,40.7042,-82.4222,America/New_York,44843,1840011883
Blairs,Blairs,VA,Virginia,"Blairs, Virginia",51143,Pittsylvania,36.6958,-79.3774,America/New_York,24527 24540,1840026886
Wibaux,Wibaux,MT,Montana,"Wibaux, Montana",30109,Wibaux,46.9866,-104.19,America/Denver,59353,1840022311
Orderville,Orderville,UT,Utah,"Orderville, Utah",49025,Kane,37.254,-112.6574,America/Denver,84758 84755,1840022564
Solon Springs,Solon Springs,WI,Wisconsin,"Solon Springs, Wisconsin",55031,Douglas,46.3495,-91.8208,America/Chicago,54873,1840003909
Bucoda,Bucoda,WA,Washington,"Bucoda, Washington",53067,Thurston,46.7968,-122.868,America/Los_Angeles,98530,1840021143
Lawndale,Lawndale,NC,North Carolina,"Lawndale, North Carolina",37045,Cleveland,35.4142,-81.5631,America/New_York,28090,1840016331
Clark,Clark,PA,Pennsylvania,"Clark, Pennsylvania",42085,Mercer,41.2831,-80.4088,America/New_York,16113 16150,1840000656
Stonewall,Stonewall,TX,Texas,"Stonewall, Texas",48171,Gillespie,30.2497,-98.6593,America/Chicago,78671,1840019593
Sunset Bay,Sunset Bay,NY,New York,"Sunset Bay, New York",36013,Chautauqua,42.5607,-79.1308,America/New_York,14136 14081,1840026200
Minto,Minto,ND,North Dakota,"Minto, North Dakota",38099,Walsh,48.2924,-97.373,America/Chicago,58261,1840000084
Oak Grove,Oak Grove,IL,Illinois,"Oak Grove, Illinois",17161,Rock Island,41.4119,-90.5742,America/Chicago,61264,1840011445
Bancroft,Bancroft,WV,West Virginia,"Bancroft, West Virginia",54079,Putnam,38.5107,-81.8418,America/New_York,25011,1840006181
Fairlee,Fairlee,MD,Maryland,"Fairlee, Maryland",24029,Kent,39.2268,-76.1654,America/New_York,21620,1840024475
Mayersville,Mayersville,MS,Mississippi,"Mayersville, Mississippi",28055,Issaquena,32.8964,-91.0467,America/Chicago,39113 39159,1840016940
Ossipee,Ossipee,NC,North Carolina,"Ossipee, North Carolina",37001,Alamance,36.1678,-79.5135,America/New_York,27244,1840016146
Colmesneil,Colmesneil,TX,Texas,"Colmesneil, Texas",48457,Tyler,30.9097,-94.422,America/Chicago,75938,1840019564
Encinal,Encinal,TX,Texas,"Encinal, Texas",48283,La Salle,28.041,-99.3546,America/Chicago,78019,1840020997
Ulm,Ulm,MT,Montana,"Ulm, Montana",30013,Cascade,47.4197,-111.5252,America/Denver,59404 59485,1840018429
Selma,Selma,OR,Oregon,"Selma, Oregon",41033,Josephine,42.2797,-123.6151,America/Los_Angeles,97538,1840025487
Avon,Avon,SD,South Dakota,"Avon, South Dakota",46009,Bon Homme,43.0052,-98.0592,America/Chicago,57315,1840003067
Madrone,Madrone,NM,New Mexico,"Madrone, New Mexico",35061,Valencia,34.5792,-106.7285,America/Denver,87002,1840024995
Pierce,Pierce,ID,Idaho,"Pierce, Idaho",16035,Clearwater,46.493,-115.7995,America/Los_Angeles,83546,1840019877
Napoleonville,Napoleonville,LA,Louisiana,"Napoleonville, Louisiana",22007,Assumption,29.9384,-91.0263,America/Chicago,70390,1840018259
Summit,Summit,AR,Arkansas,"Summit, Arkansas",5089,Marion,36.2522,-92.6883,America/Chicago,72687 72677,1840015299
New Salisbury,New Salisbury,IN,Indiana,"New Salisbury, Indiana",18061,Harrison,38.314,-86.1,America/Kentucky/Louisville,47161,1840026757
Shenandoah Junction,Shenandoah Junction,WV,West Virginia,"Shenandoah Junction, West Virginia",54037,Jefferson,39.3531,-77.8375,America/New_York,25442,1840025611
Franklin,Franklin,KS,Kansas,"Franklin, Kansas",20037,Crawford,37.523,-94.6994,America/Chicago,66735,1840026831
Roland,Roland,AR,Arkansas,"Roland, Arkansas",5119,Pulaski,34.9005,-92.5186,America/Chicago,72135,1840022810
Pomeroy,Pomeroy,PA,Pennsylvania,"Pomeroy, Pennsylvania",42029,Chester,39.9639,-75.885,America/New_York,19320 19365 19367,1840035159
Hurtsboro,Hurtsboro,AL,Alabama,"Hurtsboro, Alabama",1113,Russell,32.2401,-85.4147,America/Chicago,36860,1840016999
Ansonville,Ansonville,NC,North Carolina,"Ansonville, North Carolina",37007,Anson,35.1041,-80.1097,America/New_York,28170 28007,1840015479
Butterfield,Butterfield,MN,Minnesota,"Butterfield, Minnesota",27165,Watonwan,43.9586,-94.7938,America/Chicago,56120,1840006814
Sunfield,Sunfield,MI,Michigan,"Sunfield, Michigan",26045,Eaton,42.7612,-84.9952,America/Detroit,48890,1840011086
Hayden,Hayden,IN,Indiana,"Hayden, Indiana",18079,Jennings,38.9714,-85.739,America/Indiana/Indianapolis,47265 47245,1840025626
Mohrsville,Mohrsville,PA,Pennsylvania,"Mohrsville, Pennsylvania",42011,Berks,40.4781,-75.9852,America/New_York,19541,1840026450
Green City,Green City,MO,Missouri,"Green City, Missouri",29211,Sullivan,40.2639,-92.9563,America/Chicago,63545,1840008359
Etna Green,Etna Green,IN,Indiana,"Etna Green, Indiana",18085,Kosciusko,41.2755,-86.0461,America/Indiana/Indianapolis,46524,1840010276
Golinda,Golinda,TX,Texas,"Golinda, Texas",48145,Falls,31.3711,-97.0763,America/Chicago,76655 76632,1840020841
Canton,Canton,OK,Oklahoma,"Canton, Oklahoma",40011,Blaine,36.055,-98.5884,America/Chicago,73724,1840022694
Worthington,Worthington,PA,Pennsylvania,"Worthington, Pennsylvania",42005,Armstrong,40.838,-79.6349,America/New_York,16262,1840000881
Littleton,Littleton,NC,North Carolina,"Littleton, North Carolina",37083,Halifax,36.4343,-77.911,America/New_York,27850,1840016062
Kellogg,Kellogg,IA,Iowa,"Kellogg, Iowa",19099,Jasper,41.7181,-92.9071,America/Chicago,50135,1840008175
Innsbrook,Innsbrook,MO,Missouri,"Innsbrook, Missouri",29219,Warren,38.7631,-91.0552,America/Chicago,63390,1840012806
Happy Valley,Happy Valley,AK,Alaska,"Happy Valley, Alaska",2122,Kenai Peninsula,59.9137,-151.6072,America/Anchorage,99556 99639,1840023404
Courtland,Courtland,AL,Alabama,"Courtland, Alabama",1079,Lawrence,34.6703,-87.3262,America/Chicago,35618,1840016590
Arcadia,Arcadia,OH,Ohio,"Arcadia, Ohio",39063,Hancock,41.1078,-83.5144,America/New_York,44804,1840010312
Pitkin,Pitkin,LA,Louisiana,"Pitkin, Louisiana",22115,Vernon,30.9344,-92.9268,America/Chicago,70656,1840025974
Fancy Farm,Fancy Farm,KY,Kentucky,"Fancy Farm, Kentucky",21083,Graves,36.8003,-88.7928,America/Chicago,42039,1840026917
Boyle,Boyle,MS,Mississippi,"Boyle, Mississippi",28011,Bolivar,33.7065,-90.7249,America/Chicago,38730,1840015627
Tower Hill,Tower Hill,IL,Illinois,"Tower Hill, Illinois",17173,Shelby,39.3868,-88.9592,America/Chicago,62571,1840012593
Pajonal,Pajonal,PR,Puerto Rico,"Pajonal, Puerto Rico",72054,Florida,18.3848,-66.5559,America/Puerto_Rico,650,1630023647
Forkland,Forkland,AL,Alabama,"Forkland, Alabama",1063,Greene,32.6489,-87.8671,America/Chicago,36740,1840002097
Nelson,Nelson,AZ,Arizona,"Nelson, Arizona",4019,Pima,32.4298,-111.2649,America/Phoenix,85653,1840137559
Willisville,Willisville,IL,Illinois,"Willisville, Illinois",17145,Perry,37.9828,-89.5898,America/Chicago,62272 62997,1840012947
