city,city_ascii,state_id,state_name,name combo,county_fips,county_name,lat,lng,timezone,zips,id
Grimes,Grimes,CA,California,"Grimes, California",6011,Colusa,39.0742,-121.8988,America/Los_Angeles,95950,1840024468
Keams Canyon,Keams Canyon,AZ,Arizona,"Keams Canyon, Arizona",4017,Navajo,35.8229,-110.2011,America/Phoenix,86034,1840017659
Auburn,Auburn,IA,Iowa,"Auburn, Iowa",19161,Sac,42.2496,-94.8778,America/Chicago,51433,1840006953
Ghent,Ghent,KY,Kentucky,"Ghent, Kentucky",21041,Carroll,38.734,-85.0612,America/Indiana/Vevay,41045,1840013181
Crows Landing,Crows Landing,CA,California,"Crows Landing, California",6099,Stanislaus,37.3947,-121.0843,America/Los_Angeles,95360 95313,1840022539
Belfry,Belfry,MT,Montana,"Belfry, Montana",30009,Carbon,45.1375,-108.9985,America/Denver,59008,1840017418
Kampsville,Kampsville,IL,Illinois,"Kampsville, Illinois",17013,Calhoun,39.2971,-90.6127,America/Chicago,62053,1840012685
Ruma,Ruma,IL,Illinois,"Ruma, Illinois",17157,Randolph,38.1306,-90.0004,America/Chicago,62278,1840012938
Rutland,Rutland,IL,Illinois,"Rutland, Illinois",17099,LaSalle,40.9838,-89.0413,America/Chicago,61358,1840011536
Sandy Creek,Sandy Creek,NC,North Carolina,"Sandy Creek, North Carolina",37019,Brunswick,34.2812,-78.1529,America/New_York,28451,1840017952
Clifton,Clifton,ID,Idaho,"Clifton, Idaho",16041,Franklin,42.1873,-112.0046,America/Boise,83228,1840018688
Plato,Plato,MN,Minnesota,"Plato, Minnesota",27085,McLeod,44.7724,-94.0397,America/Chicago,55370,1840008944
Weott,Weott,CA,California,"Weott, California",6023,Humboldt,40.3226,-123.9209,America/Los_Angeles,95554 95571,1840009359
Granville,Granville,IA,Iowa,"Granville, Iowa",19167,Sioux,42.9855,-95.875,America/Chicago,51022,1840007981
Coalmont,Coalmont,IN,Indiana,"Coalmont, Indiana",18021,Clay,39.1931,-87.2265,America/Indiana/Indianapolis,47438,1840026643
Belmont,Belmont,LA,Louisiana,"Belmont, Louisiana",22085,Sabine,31.7182,-93.5082,America/Chicago,71486 71406 71450,1840025940
Wallaceton,Wallaceton,PA,Pennsylvania,"Wallaceton, Pennsylvania",42033,Clearfield,40.9617,-78.2905,America/New_York,16876,1840003505
Hysham,Hysham,MT,Montana,"Hysham, Montana",30103,Treasure,46.2909,-107.2305,America/Denver,59038,1840021178
Wilmot,Wilmot,OH,Ohio,"Wilmot, Ohio",39151,Stark,40.6557,-81.6349,America/New_York,44689 44608,1840011918
Beaver Creek,Beaver Creek,MD,Maryland,"Beaver Creek, Maryland",24043,Washington,39.5786,-77.6477,America/New_York,21740 21713,1840024388
Boston,Boston,PA,Pennsylvania,"Boston, Pennsylvania",42003,Allegheny,40.312,-79.8237,America/New_York,15135,1840026471
Empire,Empire,CO,Colorado,"Empire, Colorado",8019,Clear Creek,39.7595,-105.6821,America/Denver,80438,1840021432
Middletown,Middletown,IL,Illinois,"Middletown, Illinois",17107,Logan,40.0994,-89.5903,America/Chicago,62666,1840012310
Montrose,Montrose,AR,Arkansas,"Montrose, Arkansas",5003,Ashley,33.2989,-91.4965,America/Chicago,71658,1840014839
Kensington,Kensington,MN,Minnesota,"Kensington, Minnesota",27041,Douglas,45.7783,-95.697,America/Chicago,56343,1840007774
Alma,Alma,IL,Illinois,"Alma, Illinois",17121,Marion,38.723,-88.9117,America/Chicago,62807,1840010760
Disney,Disney,OK,Oklahoma,"Disney, Oklahoma",40097,Mayes,36.477,-95.0195,America/Chicago,74340,1840021660
Keachi,Keachi,LA,Louisiana,"Keachi, Louisiana",22031,De Soto,32.1708,-93.916,America/Chicago,71046,1840073882
Nordheim,Nordheim,TX,Texas,"Nordheim, Texas",48123,DeWitt,28.9238,-97.6141,America/Chicago,78141,1840020983
Goose Creek,Goose Creek,KY,Kentucky,"Goose Creek, Kentucky",21111,Jefferson,38.2934,-85.5906,America/New_York,40242,1840013204
Starks,Starks,LA,Louisiana,"Starks, Louisiana",22019,Calcasieu,30.3105,-93.6667,America/Chicago,70661,1840026022
Joppa,Joppa,IL,Illinois,"Joppa, Illinois",17127,Massac,37.207,-88.8447,America/Chicago,62953,1840013017
Tupelo,Tupelo,OK,Oklahoma,"Tupelo, Oklahoma",40029,Coal,34.6025,-96.4205,America/Chicago,74572,1840021879
Butte,Butte,NE,Nebraska,"Butte, Nebraska",31015,Boyd,42.9125,-98.8479,America/Chicago,68722,1840010078
Freedom Plains,Freedom Plains,NY,New York,"Freedom Plains, New York",36027,Dutchess,41.6695,-73.7974,America/New_York,12569 12540,1840024103
Kitzmiller,Kitzmiller,MD,Maryland,"Kitzmiller, Maryland",24023,Garrett,39.3894,-79.1833,America/New_York,21538,1840005725
Dupont,Dupont,OH,Ohio,"Dupont, Ohio",39137,Putnam,41.0547,-84.3011,America/New_York,45827 45831 45837,1840011753
Gerton,Gerton,NC,North Carolina,"Gerton, North Carolina",37089,Henderson,35.4758,-82.3504,America/New_York,28735,1840025824
Richville,Richville,NY,New York,"Richville, New York",36089,St. Lawrence,44.4151,-75.3924,America/New_York,13681,1840004063
Clay Center,Clay Center,OH,Ohio,"Clay Center, Ohio",39123,Ottawa,41.5732,-83.3643,America/New_York,43408 43412 43445,1840010215
Cook,Cook,NE,Nebraska,"Cook, Nebraska",31097,Johnson,40.5105,-96.1618,America/Chicago,68329,1840012167
Velarde,Velarde,NM,New Mexico,"Velarde, New Mexico",35039,Rio Arriba,36.1607,-105.966,America/Denver,87582,1840024845
Loraine,Loraine,IL,Illinois,"Loraine, Illinois",17001,Adams,40.1525,-91.2215,America/Chicago,62349,1840012365
Southampton Meadows,Southampton Meadows,VA,Virginia,"Southampton Meadows, Virginia",51175,Southampton,36.5916,-76.9293,America/New_York,23851,1840043157
Lester,Lester,IA,Iowa,"Lester, Iowa",19119,Lyon,43.4403,-96.3315,America/Chicago,51241 51242 51246,1840007975
Saginaw,Saginaw,MO,Missouri,"Saginaw, Missouri",29145,Newton,37.026,-94.4724,America/Chicago,64804 64864,1840013047
Steamboat Rock,Steamboat Rock,IA,Iowa,"Steamboat Rock, Iowa",19083,Hardin,42.4081,-93.0662,America/Chicago,50672,1840009124
Butlertown,Butlertown,MD,Maryland,"Butlertown, Maryland",24029,Kent,39.282,-76.0991,America/New_York,21678,1840024473
San Carlos I,San Carlos I,TX,Texas,"San Carlos I, Texas",48479,Webb,27.4906,-99.3726,America/Chicago,78043,1840037114
Pisinemo,Pisinemo,AZ,Arizona,"Pisinemo, Arizona",4019,Pima,32.0349,-112.3192,America/Phoenix,85634,1840019483
Gans,Gans,OK,Oklahoma,"Gans, Oklahoma",40135,Sequoyah,35.3874,-94.695,America/Chicago,74936,1840021751
Arlington,Arlington,KY,Kentucky,"Arlington, Kentucky",21039,Carlisle,36.7904,-89.0132,America/Chicago,42021,1840013286
Vicco,Vicco,KY,Kentucky,"Vicco, Kentucky",21193,Perry,37.2161,-83.0609,America/New_York,41773,1840015250
Cove Neck,Cove Neck,NY,New York,"Cove Neck, New York",36059,Nassau,40.8841,-73.5003,America/New_York,11771,1840005341
Campbell,Campbell,NE,Nebraska,"Campbell, Nebraska",31061,Franklin,40.2963,-98.7316,America/Chicago,68932,1840010470
Salisbury Mills,Salisbury Mills,NY,New York,"Salisbury Mills, New York",36071,Orange,41.4308,-74.1098,America/New_York,12577,1840024141
Middle River,Middle River,MN,Minnesota,"Middle River, Minnesota",27089,Marshall,48.4349,-96.1617,America/Chicago,56737,1840007697
Mercer,Mercer,MO,Missouri,"Mercer, Missouri",29129,Mercer,40.5107,-93.5299,America/Chicago,64661,1840009416
McClure,McClure,IL,Illinois,"McClure, Illinois",17003,Alexander,37.3146,-89.4335,America/Chicago,62957,1840013019
Northport,Northport,WA,Washington,"Northport, Washington",53065,Stevens,48.9159,-117.7796,America/Los_Angeles,99157,1840022274
Canalou,Canalou,MO,Missouri,"Canalou, Missouri",29143,New Madrid,36.7541,-89.6865,America/Chicago,63828,1840007656
Blevins,Blevins,AR,Arkansas,"Blevins, Arkansas",5057,Hempstead,33.8716,-93.5778,America/Chicago,71825,1840013696
New Falcon,New Falcon,TX,Texas,"New Falcon, Texas",48505,Zapata,26.6382,-99.0947,America/Chicago,78545,1840019721
Goldston,Goldston,NC,North Carolina,"Goldston, North Carolina",37037,Chatham,35.5929,-79.3286,America/New_York,27252,1840016258
Farley,Farley,MO,Missouri,"Farley, Missouri",29165,Platte,39.2888,-94.8284,America/Chicago,64079 64028,1840012629
East Side,East Side,PA,Pennsylvania,"East Side, Pennsylvania",42025,Carbon,41.0621,-75.7595,America/New_York,18661,1840000930
Indian Wells,Indian Wells,AZ,Arizona,"Indian Wells, Arizona",4017,Navajo,35.4089,-110.1061,America/Denver,86031,1840022577
Good Hope,Good Hope,GA,Georgia,"Good Hope, Georgia",13297,Walton,33.785,-83.6094,America/New_York,30641,1840013713
Kelley,Kelley,IA,Iowa,"Kelley, Iowa",19169,Story,41.951,-93.6656,America/Chicago,50134,1840008126
Lowry,Lowry,MN,Minnesota,"Lowry, Minnesota",27121,Pope,45.705,-95.519,America/Chicago,56349,1840008889
Donaldson,Donaldson,AR,Arkansas,"Donaldson, Arkansas",5059,Hot Spring,34.235,-92.9195,America/Chicago,71941,1840016653
Cedar Rock,Cedar Rock,NC,North Carolina,"Cedar Rock, North Carolina",37027,Caldwell,35.9436,-81.458,America/New_York,28645,1840017756
Gary City,Gary City,TX,Texas,"Gary City, Texas",48365,Panola,32.0277,-94.3679,America/Chicago,75643,1840037480
Eagleville,Eagleville,MO,Missouri,"Eagleville, Missouri",29081,Harrison,40.4684,-93.9861,America/Chicago,64442,1840010419
Springdale,Springdale,WA,Washington,"Springdale, Washington",53065,Stevens,48.0572,-117.7466,America/Los_Angeles,99173,1840022275
Dodson,Dodson,LA,Louisiana,"Dodson, Louisiana",22127,Winn,32.0808,-92.6587,America/Chicago,71422,1840018136
Ray,Ray,AL,Alabama,"Ray, Alabama",1037,Coosa,32.879,-86.035,America/Chicago,35010,1840023021
Poy Sippi,Poy Sippi,WI,Wisconsin,"Poy Sippi, Wisconsin",55137,Waushara,44.136,-88.9963,America/Chicago,54967,1840023995
Skyline,Skyline,MN,Minnesota,"Skyline, Minnesota",27013,Blue Earth,44.1408,-94.034,America/Chicago,56001,1840008977
Ovid,Ovid,CO,Colorado,"Ovid, Colorado",8115,Sedgwick,40.9607,-102.3883,America/Denver,80744,1840022407
Tennyson,Tennyson,IN,Indiana,"Tennyson, Indiana",18173,Warrick,38.0817,-87.1187,America/Chicago,47637,1840010821
Herndon,Herndon,PA,Pennsylvania,"Herndon, Pennsylvania",42097,Northumberland,40.7103,-76.8515,America/New_York,17830,1840035013
Winter,Winter,WI,Wisconsin,"Winter, Wisconsin",55113,Sawyer,45.8221,-91.013,America/Chicago,54896,1840001996
Yaak,Yaak,MT,Montana,"Yaak, Montana",30053,Lincoln,48.8647,-115.6777,America/Denver,59935,1840023751
Richfield,Richfield,CA,California,"Richfield, California",6103,Tehama,39.9738,-122.1732,America/Los_Angeles,96021,1840026517
Soldier Creek,Soldier Creek,SD,South Dakota,"Soldier Creek, South Dakota",46121,Todd,43.3237,-100.8883,America/Chicago,57555,1840024046
Sunbury,Sunbury,NC,North Carolina,"Sunbury, North Carolina",37073,Gates,36.4469,-76.6127,America/New_York,27979,1840025762
Juda,Juda,WI,Wisconsin,"Juda, Wisconsin",55045,Green,42.59,-89.5092,America/Chicago,53550,1840025473
Delaware Park,Delaware Park,NJ,New Jersey,"Delaware Park, New Jersey",34041,Warren,40.7052,-75.1883,America/New_York,8865,1840039868
Mapleville,Mapleville,MD,Maryland,"Mapleville, Maryland",24043,Washington,39.5357,-77.6463,America/New_York,21713,1840024404
McCord Bend,McCord Bend,MO,Missouri,"McCord Bend, Missouri",29209,Stone,36.7875,-93.5033,America/Chicago,65656,1840013053
Burnt Ranch,Burnt Ranch,CA,California,"Burnt Ranch, California",6105,Trinity,40.811,-123.5082,America/Los_Angeles,95527,1840022390
Gatesville,Gatesville,NC,North Carolina,"Gatesville, North Carolina",37073,Gates,36.4072,-76.7566,America/New_York,27938,1840016033
Hoskins,Hoskins,NE,Nebraska,"Hoskins, Nebraska",31179,Wayne,42.1126,-97.3045,America/Chicago,68740,1840011214
Uniopolis,Uniopolis,OH,Ohio,"Uniopolis, Ohio",39011,Auglaize,40.6024,-84.0858,America/New_York,45888 45895,1840012073
Reynolds,Reynolds,ND,North Dakota,"Reynolds, North Dakota",38097,Traill,47.6685,-97.106,America/Chicago,58275,1840000107
Hosston,Hosston,LA,Louisiana,"Hosston, Louisiana",22017,Caddo,32.8849,-93.882,America/Chicago,71043,1840018057
Hollandale,Hollandale,MN,Minnesota,"Hollandale, Minnesota",27047,Freeborn,43.7598,-93.2043,America/Chicago,56045,1840006828
Amargosa,Amargosa,TX,Texas,"Amargosa, Texas",48249,Jim Wells,27.8916,-98.1086,America/Chicago,78332,1840037137
Lac La Belle,Lac La Belle,WI,Wisconsin,"Lac La Belle, Wisconsin",55133,Waukesha,43.1428,-88.5303,America/Chicago,53066 53036,1840003010
Weogufka,Weogufka,AL,Alabama,"Weogufka, Alabama",1037,Coosa,33.0267,-86.3169,America/Chicago,35183,1840023023
Moscow,Moscow,KS,Kansas,"Moscow, Kansas",20189,Stevens,37.3251,-101.2069,America/Chicago,67952,1840008760
Everton,Everton,MO,Missouri,"Everton, Missouri",29057,Dade,37.3428,-93.7024,America/Chicago,65646,1840008739
Speculator,Speculator,NY,New York,"Speculator, New York",36041,Hamilton,43.5943,-74.3822,America/New_York,12108 12164,1840004146
Elizabethtown,Elizabethtown,OH,Ohio,"Elizabethtown, Ohio",39061,Hamilton,39.1621,-84.8037,America/New_York,45052,1840034151
Hanalei,Hanalei,HI,Hawaii,"Hanalei, Hawaii",15007,Kauai,22.2041,-159.4977,Pacific/Honolulu,96714,1840023213
Roberts,Roberts,MT,Montana,"Roberts, Montana",30009,Carbon,45.3437,-109.1817,America/Denver,59070,1840023904
Stapleton,Stapleton,NE,Nebraska,"Stapleton, Nebraska",31113,Logan,41.4802,-100.5126,America/Chicago,69163,1840011474
Damon,Damon,TX,Texas,"Damon, Texas",48039,Brazoria,29.2832,-95.7408,America/Chicago,77430,1840019668
Phillips,Phillips,NE,Nebraska,"Phillips, Nebraska",31081,Hamilton,40.898,-98.2142,America/Chicago,68865,1840011736
North Cleveland,North Cleveland,TX,Texas,"North Cleveland, Texas",48291,Liberty,30.3577,-95.1003,America/Chicago,77327 77328,1840020901
Quechee,Quechee,VT,Vermont,"Quechee, Vermont",50027,Windsor,43.6444,-72.4185,America/New_York,05059 05001,1840025411
Hillcrest Heights,Hillcrest Heights,FL,Florida,"Hillcrest Heights, Florida",12105,Polk,27.8083,-81.5695,America/New_York,33827 33859 33843,1840017239
Millerton,Millerton,PA,Pennsylvania,"Millerton, Pennsylvania",42117,Tioga,41.9868,-76.9396,America/New_York,16936,1840026234
Garland,Garland,TN,Tennessee,"Garland, Tennessee",47167,Tipton,35.5818,-89.7526,America/Chicago,38019,1840016316
Goldfield,Goldfield,NV,Nevada,"Goldfield, Nevada",32009,Esmeralda,37.7121,-117.2378,America/Los_Angeles,89013,1840024689
Loganville,Loganville,WI,Wisconsin,"Loganville, Wisconsin",55111,Sauk,43.4388,-90.0371,America/Chicago,53943,1840002722
Magnetic Springs,Magnetic Springs,OH,Ohio,"Magnetic Springs, Ohio",39159,Union,40.3533,-83.2628,America/New_York,43036 43040,1840012172
Wheatley,Wheatley,AR,Arkansas,"Wheatley, Arkansas",5123,St. Francis,34.9211,-91.1063,America/Chicago,72392,1840015494
Dungannon,Dungannon,VA,Virginia,"Dungannon, Virginia",51169,Scott,36.8285,-82.4681,America/New_York,24245,1840006543
Short,Short,OK,Oklahoma,"Short, Oklahoma",40135,Sequoyah,35.5664,-94.4936,America/Chicago,74948,1840034651
Breathedsville,Breathedsville,MD,Maryland,"Breathedsville, Maryland",24043,Washington,39.546,-77.7246,America/New_York,21713,1840024391
Kellerton,Kellerton,IA,Iowa,"Kellerton, Iowa",19159,Ringgold,40.7103,-94.0503,America/Chicago,50133,1840008310
Glenmont,Glenmont,OH,Ohio,"Glenmont, Ohio",39075,Holmes,40.519,-82.0926,America/New_York,44628,1840012081
Newsoms,Newsoms,VA,Virginia,"Newsoms, Virginia",51175,Southampton,36.6262,-77.1248,America/New_York,23874,1840006522
Woodland,Woodland,IL,Illinois,"Woodland, Illinois",17075,Iroquois,40.715,-87.731,America/Chicago,60974 60953,1840011865
Doylestown,Doylestown,WI,Wisconsin,"Doylestown, Wisconsin",55021,Columbia,43.4276,-89.1457,America/Chicago,53960 53928 53925,1840002709
Bradfordsville,Bradfordsville,KY,Kentucky,"Bradfordsville, Kentucky",21155,Marion,37.4943,-85.1482,America/New_York,40009,1840013233
Edwardsport,Edwardsport,IN,Indiana,"Edwardsport, Indiana",18083,Knox,38.8127,-87.2511,America/Indiana/Vincennes,47528,1840010729
Michiana Shores,Michiana Shores,IN,Indiana,"Michiana Shores, Indiana",18091,LaPorte,41.7565,-86.8183,America/Detroit,46360,1840009248
Potsdam,Potsdam,OH,Ohio,"Potsdam, Ohio",39109,Miami,39.9637,-84.4149,America/New_York,45361,1840012376
Rhodes,Rhodes,IA,Iowa,"Rhodes, Iowa",19127,Marshall,41.9279,-93.1837,America/Chicago,50234,1840009159
Pymatuning South,Pymatuning South,PA,Pennsylvania,"Pymatuning South, Pennsylvania",42039,Crawford,41.5068,-80.4702,America/New_York,16134,1840073660
Bombay Beach,Bombay Beach,CA,California,"Bombay Beach, California",6025,Imperial,33.3548,-115.7307,America/Los_Angeles,92257,1840018033
Nakaibito,Nakaibito,NM,New Mexico,"Nakaibito, New Mexico",35031,McKinley,35.7826,-108.8039,America/Denver,87325 87320,1840019087
Boyne Falls,Boyne Falls,MI,Michigan,"Boyne Falls, Michigan",26029,Charlevoix,45.1678,-84.9131,America/Detroit,49713,1840013138
Pillow,Pillow,PA,Pennsylvania,"Pillow, Pennsylvania",42043,Dauphin,40.6406,-76.803,America/New_York,17080,1840001295
Nehalem,Nehalem,OR,Oregon,"Nehalem, Oregon",41057,Tillamook,45.7196,-123.8941,America/Los_Angeles,97131,1840019929
Lower Elochoman,Lower Elochoman,WA,Washington,"Lower Elochoman, Washington",53069,Wahkiakum,46.2185,-123.3698,America/Los_Angeles,98612,1840041981
Grand View-on-Hudson,Grand View-on-Hudson,NY,New York,"Grand View-on-Hudson, New York",36087,Rockland,41.0627,-73.9208,America/New_York,10960,1840004974
Rockholds,Rockholds,KY,Kentucky,"Rockholds, Kentucky",21235,Whitley,36.8308,-84.1131,America/New_York,40759,1840026916
Hedgesville,Hedgesville,WV,West Virginia,"Hedgesville, West Virginia",54003,Berkeley,39.5544,-77.9944,America/New_York,25427,1840005741
Copeland,Copeland,KS,Kansas,"Copeland, Kansas",20069,Gray,37.5404,-100.6288,America/Chicago,67837,1840007559
Missouri City,Missouri City,MO,Missouri,"Missouri City, Missouri",29047,Clay,39.2391,-94.3019,America/Chicago,64068 64072,1840008499
Ewing,Ewing,IL,Illinois,"Ewing, Illinois",17055,Franklin,38.0889,-88.8528,America/Chicago,62836,1840012953
Rattan,Rattan,OK,Oklahoma,"Rattan, Oklahoma",40127,Pushmataha,34.2004,-95.4131,America/Chicago,74562,1840021890
Spring Mill,Spring Mill,KY,Kentucky,"Spring Mill, Kentucky",21111,Jefferson,38.1436,-85.6315,America/New_York,40228,1840030807
Paint Rock,Paint Rock,TX,Texas,"Paint Rock, Texas",48095,Concho,31.51,-99.9253,America/Chicago,76866,1840023127
Westport,Westport,OK,Oklahoma,"Westport, Oklahoma",40117,Pawnee,36.195,-96.3361,America/Chicago,74020 74044,1840022664
Hindsboro,Hindsboro,IL,Illinois,"Hindsboro, Illinois",17041,Douglas,39.6847,-88.1347,America/Chicago,61930,1840012508
South Komelik,South Komelik,AZ,Arizona,"South Komelik, Arizona",4019,Pima,31.7144,-111.7744,America/Phoenix,85634,1840023077
Seatonville,Seatonville,IL,Illinois,"Seatonville, Illinois",17011,Bureau,41.3647,-89.274,America/Chicago,61359,1840011581
Haworth,Haworth,OK,Oklahoma,"Haworth, Oklahoma",40089,McCurtain,33.8403,-94.6571,America/Chicago,74740,1840021910
Preston-Potter Hollow,Preston-Potter Hollow,NY,New York,"Preston-Potter Hollow, New York",36001,Albany,42.433,-74.2287,America/New_York,12469,1840073658
Eau Claire,Eau Claire,PA,Pennsylvania,"Eau Claire, Pennsylvania",42019,Butler,41.1368,-79.7985,America/New_York,16030 16049,1840000863
Vesta,Vesta,MN,Minnesota,"Vesta, Minnesota",27127,Redwood,44.5066,-95.4139,America/Chicago,56292,1840010015
Grier City,Grier City,PA,Pennsylvania,"Grier City, Pennsylvania",42107,Schuylkill,40.8266,-76.056,America/New_York,18214,1840024250
Loma Linda East,Loma Linda East,TX,Texas,"Loma Linda East, Texas",48249,Jim Wells,27.7663,-98.1942,America/Chicago,78332,1840073919
Greeley,Greeley,KS,Kansas,"Greeley, Kansas",20003,Anderson,38.3676,-95.1271,America/Chicago,66033,1840008663
Ramer,Ramer,TN,Tennessee,"Ramer, Tennessee",47109,McNairy,35.0719,-88.6175,America/Chicago,38367,1840014597
Sandy Hollow-Escondidas,Sandy Hollow-Escondidas,TX,Texas,"Sandy Hollow-Escondidas, Texas",48355,Nueces,27.9452,-97.8061,America/Chicago,78383 78380,1840074629
Wilton,Wilton,MN,Minnesota,"Wilton, Minnesota",27007,Beltrami,47.5065,-94.9969,America/Chicago,56601 56687,1840009959
North Light Plant,North Light Plant,NM,New Mexico,"North Light Plant, New Mexico",35045,San Juan,36.8751,-108.0458,America/Denver,87410,1840040159
Tunnelton,Tunnelton,WV,West Virginia,"Tunnelton, West Virginia",54077,Preston,39.3929,-79.7466,America/New_York,26444,1840005660
Martinsburg,Martinsburg,MO,Missouri,"Martinsburg, Missouri",29007,Audrain,39.101,-91.6474,America/Chicago,65264,1840009618
Carolina,Carolina,AL,Alabama,"Carolina, Alabama",1039,Covington,31.2337,-86.5227,America/Chicago,36420,1840015866
Maxwell,Maxwell,NE,Nebraska,"Maxwell, Nebraska",31111,Lincoln,41.0784,-100.5257,America/Chicago,69151,1840011650
Carthage,Carthage,AR,Arkansas,"Carthage, Arkansas",5039,Dallas,34.0726,-92.5553,America/Chicago,71725 72084,1840014747
Natoma,Natoma,KS,Kansas,"Natoma, Kansas",20141,Osborne,39.1884,-99.0242,America/Chicago,67651,1840008473
Mine La Motte,Mine La Motte,MO,Missouri,"Mine La Motte, Missouri",29123,Madison,37.6145,-90.2943,America/Chicago,63645,1840025728
Butler,Butler,OK,Oklahoma,"Butler, Oklahoma",40039,Custer,35.5952,-99.181,America/Chicago,73625 73647,1840021723
Suissevale,Suissevale,NH,New Hampshire,"Suissevale, New Hampshire",33003,Carroll,43.7233,-71.3623,America/New_York,3254,1840043121
Hanna,Hanna,IN,Indiana,"Hanna, Indiana",18091,LaPorte,41.4119,-86.7795,America/Chicago,46340,1840026260
Beclabito,Beclabito,NM,New Mexico,"Beclabito, New Mexico",35045,San Juan,36.8335,-109.004,America/Denver,87420,1840017669
Friendship,Friendship,MD,Maryland,"Friendship, Maryland",24003,Anne Arundel,38.7359,-76.5878,America/New_York,20758,1840026671
Wakonda,Wakonda,SD,South Dakota,"Wakonda, South Dakota",46027,Clay,43.0081,-97.106,America/Chicago,57073,1840003083
Nerstrand,Nerstrand,MN,Minnesota,"Nerstrand, Minnesota",27131,Rice,44.3429,-93.0638,America/Chicago,55053,1840007890
Little Mountain,Little Mountain,SC,South Carolina,"Little Mountain, South Carolina",45071,Newberry,34.1968,-81.4128,America/New_York,29075,1840016632
Nadine,Nadine,NM,New Mexico,"Nadine, New Mexico",35025,Lea,32.6232,-103.1078,America/Denver,88240,1840025041
Daisytown,Daisytown,PA,Pennsylvania,"Daisytown, Pennsylvania",42021,Cambria,40.3201,-78.9034,America/New_York,15902,1840001106
Templeton,Templeton,PA,Pennsylvania,"Templeton, Pennsylvania",42005,Armstrong,40.9185,-79.4603,America/New_York,16259,1840026374
Goldsmith,Goldsmith,TX,Texas,"Goldsmith, Texas",48135,Ector,31.9833,-102.6164,America/Chicago,79741,1840020793
Prichard,Prichard,WV,West Virginia,"Prichard, West Virginia",54099,Wayne,38.2362,-82.6028,America/New_York,25555,1840025675
Durbin,Durbin,WV,West Virginia,"Durbin, West Virginia",54075,Pocahontas,38.5471,-79.8278,America/New_York,26264,1840006154
Clinchco,Clinchco,VA,Virginia,"Clinchco, Virginia",51051,Dickenson,37.1588,-82.3562,America/New_York,24226,1840006458
Olmsted,Olmsted,IL,Illinois,"Olmsted, Illinois",17153,Pulaski,37.1827,-89.0849,America/Chicago,62970,1840013026
Coffee City,Coffee City,TX,Texas,"Coffee City, Texas",48213,Henderson,32.1383,-95.4871,America/Chicago,75763 75758,1840023095
Mays Lick,Mays Lick,KY,Kentucky,"Mays Lick, Kentucky",21161,Mason,38.517,-83.8452,America/New_York,41055,1840026726
Pitts,Pitts,GA,Georgia,"Pitts, Georgia",13315,Wilcox,31.9462,-83.5418,America/New_York,31072,1840014927
Glendale,Glendale,SC,South Carolina,"Glendale, South Carolina",45083,Spartanburg,34.9451,-81.8364,America/New_York,29346,1840026962
Sutcliffe,Sutcliffe,NV,Nevada,"Sutcliffe, Nevada",32031,Washoe,39.9461,-119.6305,America/Los_Angeles,89510,1840018712
Fire Island,Fire Island,NY,New York,"Fire Island, New York",36103,Suffolk,40.6782,-73.0708,America/New_York,11951 11770 11772 11706 11702 11782,1840005010
Parrottsville,Parrottsville,TN,Tennessee,"Parrottsville, Tennessee",47029,Cocke,36.0082,-83.0915,America/New_York,37843,1840016172
Liscomb,Liscomb,IA,Iowa,"Liscomb, Iowa",19127,Marshall,42.191,-93.0062,America/Chicago,50148,1840009157
Callao,Callao,MO,Missouri,"Callao, Missouri",29121,Macon,39.7622,-92.6238,America/Chicago,63534,1840007270
Cameron,Cameron,OK,Oklahoma,"Cameron, Oklahoma",40079,Le Flore,35.1351,-94.5359,America/Chicago,74932,1840022772
Oakdale,Oakdale,WI,Wisconsin,"Oakdale, Wisconsin",55081,Monroe,43.962,-90.3789,America/Chicago,54660 54649,1840002574
Oakdale,Oakdale,NE,Nebraska,"Oakdale, Nebraska",31003,Antelope,42.07,-97.9672,America/Chicago,68761,1840011190
Lupton,Lupton,MI,Michigan,"Lupton, Michigan",26129,Ogemaw,44.4297,-84.0225,America/Detroit,48635,1840025370
Franklin,Franklin,PA,Pennsylvania,"Franklin, Pennsylvania",42021,Cambria,40.3417,-78.8846,America/New_York,15909,1840144444
Abeytas,Abeytas,NM,New Mexico,"Abeytas, New Mexico",35053,Socorro,34.4652,-106.8137,America/Denver,87006,1840025007
Witmer,Witmer,PA,Pennsylvania,"Witmer, Pennsylvania",42071,Lancaster,40.05,-76.2114,America/New_York,17602 17585,1840035264
Casar,Casar,NC,North Carolina,"Casar, North Carolina",37045,Cleveland,35.5127,-81.6168,America/New_York,28020,1840016333
Brocton,Brocton,IL,Illinois,"Brocton, Illinois",17045,Edgar,39.7154,-87.9336,America/Chicago,61917,1840010586
Turkey,Turkey,NC,North Carolina,"Turkey, North Carolina",37163,Sampson,34.995,-78.1841,America/New_York,28393,1840016434
North Loup,North Loup,NE,Nebraska,"North Loup, Nebraska",31175,Valley,41.4955,-98.7727,America/Chicago,68859,1840011476
Goofy Ridge,Goofy Ridge,IL,Illinois,"Goofy Ridge, Illinois",17125,Mason,40.3949,-89.9407,America/Chicago,62644 61567,1840025549
Clifton,Clifton,VA,Virginia,"Clifton, Virginia",51059,Fairfax,38.7802,-77.3866,America/New_York,20124,1840006043
